# file: Allele_status.txt
# date: 2022-12-12
# version: IPD-KIR 2.12.0
# origin: https://github.com/ANHIG/IPDKIR/Allele_status.txt
# repository: https://raw.githubusercontent.com/ANHIG/IPDKIR/Latest/Allele_status.txt
# author: Steven G. E. Marsh (steven.marsh@ucl.ac.uk)
Allele,Cells,Groups,Confirmed,Start,End,Partial,Type
KIR2DL4*038,1,1,Unconfirmed,1,1134,Full,cDNA
KIR2DL4*039,1,1,Unconfirmed,1,1134,Full,cDNA
KIR2DL4*040,1,1,Unconfirmed,1,1134,Full,cDNA
KIR2DL4*041,1,1,Unconfirmed,1,1134,Full,cDNA
KIR2DL4*042,2,1,Confirmed,1,1134,Full,gDNA
KIR2DL4*043,2,1,Confirmed,1,1133,Full,gDNA
KIR2DL4*044,2,1,Confirmed,1,1133,Full,gDNA
KIR2DL4*045,2,2,Confirmed,1,1134,Full,gDNA
KIR2DL4*046,2,1,Confirmed,1,1133,Full,gDNA
KIR2DL4*047,2,2,Confirmed,1,1133,Full,gDNA
KIR2DL4*048,1,1,Unconfirmed,1,1133,Full,gDNA
KIR2DL4*049,1,1,Unconfirmed,1,1134,Full,gDNA
KIR2DL4*050,1,1,Unconfirmed,1,1134,Full,gDNA
KIR2DL4*051,1,1,Unconfirmed,1,1133,Full,gDNA
KIR2DL4*052,1,1,Unconfirmed,1,1133,Full,gDNA
KIR2DL4*053,2,1,Confirmed,1,1133,Full,gDNA
KIR2DL4*054,2,1,Confirmed,1,1134,Full,gDNA
KIR2DL4*055,1,1,Unconfirmed,1,1133,Full,cDNA
KIR2DL4*056,1,1,Unconfirmed,1,1134,Full,cDNA
KIR2DL4*057,1,1,Unconfirmed,1,1133,Full,cDNA
KIR2DL4*058,1,1,Unconfirmed,29,1134,Partial,cDNA
KIR2DL4*059,1,1,Unconfirmed,1,1134,Full,cDNA
KIR2DL5A*0010101,5,5,Confirmed,1,1128,Full,gDNA
KIR2DL5A*0010102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0010103,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0010104,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0010105,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0010106,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*00102,2,2,Confirmed,1,1128,Full,gDNA
KIR2DL5A*00103,2,2,Confirmed,1,1128,Full,gDNA
KIR2DL5A*00104,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*00105,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*00106,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*00107,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*00108,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0010901,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*0010902,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0050101,6,4,Confirmed,1,1128,Full,gDNA
KIR2DL5A*0050102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0050103,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0050104,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0050105,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*01201,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*01202,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*014,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5A*015,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5A*0210101,3,2,Confirmed,1,1128,Full,gDNA
KIR2DL5A*0210102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0210103,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*022,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5A*0230101,2,2,Confirmed,1,1128,Full,gDNA
KIR2DL5A*0230102,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*024,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5A*025,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*026,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*027,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*028,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*029,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*030,2,2,Confirmed,1,1128,Full,gDNA
KIR2DL5A*031,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*032N,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*0330101,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5A*0330102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0340101,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*0340102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5A*040,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5A*042,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*0020101,3,3,Confirmed,1,1128,Full,gDNA
KIR2DL5B*0020102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0020103,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0020104,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0020106,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0020107,6,2,Confirmed,1,1128,Full,gDNA
KIR2DL5B*0020108,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0020109,3,1,Confirmed,1,1128,Full,gDNA
KIR2DL5B*0020110,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5B*0020111,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0020201,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0020202,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*00203,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*00204,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*00205,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5B*003,2,2,Confirmed,1,1128,Full,gDNA
KIR2DL5B*004,3,4,Confirmed,1,1128,Full,gDNA
KIR2DL5B*00601,3,3,Confirmed,1,1128,Full,gDNA
KIR2DL5B*00602,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*00603,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0070101,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0070102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0080101,3,3,Confirmed,1,1128,Full,gDNA
KIR2DL5B*0080102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*00802,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*00803,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*00804,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*00805,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*009,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*010,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*011,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*01301,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*01302,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*01303,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*01304,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*016,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*017,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*018,2,1,Confirmed,1,1128,Full,cDNA
KIR2DL5B*019,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*020,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DL5B*035,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*036,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*037,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*038,2,1,Confirmed,1,1128,Full,gDNA
KIR2DL5B*0390101,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*0390102,1,1,Unconfirmed,1,1128,Full,gDNA
KIR2DL5B*041,1,1,Unconfirmed,1,1128,Full,cDNA
KIR2DP1*00101,1,1,Unconfirmed,35,606,Partial,cDNA
KIR2DP1*0010201,2,1,Confirmed,1,1049,Full,gDNA
KIR2DP1*0010202,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0010203,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*00103,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*0020101,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020102,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020103,2,1,Confirmed,1,1049,Full,gDNA
KIR2DP1*0020104,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020105,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020106,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020107,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020108,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020109,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0020110,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*00202,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*00203,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*00204,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*0030101,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*0030102,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*004,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*006,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*007,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*008,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*009,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*010,1,1,Unconfirmed,1,1049,Full,gDNA
KIR2DP1*011,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*012,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*013,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*015,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*016,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*017,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*018,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*019,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*020,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*021,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*022,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*023,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DP1*024,1,1,Unconfirmed,1,1049,Full,cDNA
KIR2DS1*001,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS1*0020101,2,2,Confirmed,1,915,Full,gDNA
KIR2DS1*0020102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020103,3,3,Confirmed,1,915,Full,gDNA
KIR2DS1*0020104,2,1,Confirmed,1,915,Full,gDNA
KIR2DS1*0020105,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020106,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020107,2,1,Confirmed,1,915,Full,gDNA
KIR2DS1*0020108,2,1,Confirmed,1,915,Full,gDNA
KIR2DS1*0020109,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020110,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020111,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020112,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020113,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020114,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020115,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020116,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020117,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0020118,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*00202,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS1*00301,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS1*00302,1,1,Unconfirmed,2,915,Partial,cDNA
KIR2DS1*004,2,2,Confirmed,1,915,Full,cDNA
KIR2DS1*00501,2,1,Confirmed,1,915,Full,cDNA
KIR2DS1*00502,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS1*006,3,2,Confirmed,1,915,Full,gDNA
KIR2DS1*008,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS1*009,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS1*010,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*011,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0120101,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*0120102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS1*013,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010101,4,4,Confirmed,1,915,Full,gDNA
KIR2DS2*0010102,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*0010103,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010104,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010105,3,2,Confirmed,1,915,Full,gDNA
KIR2DS2*0010106,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010107,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010108,2,2,Confirmed,1,915,Full,gDNA
KIR2DS2*0010109,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010110,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010111,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010112,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010113,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*0010114,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*0010115,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*0010116,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010117,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010118,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010119,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010120,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010121,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010122,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010123,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010124,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010125,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010126,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010127,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010128,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010129,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010130,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*00102,2,2,Confirmed,1,915,Full,cDNA
KIR2DS2*00103,1,1,Unconfirmed,2,892,Partial,cDNA
KIR2DS2*00104,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS2*00105,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS2*00106,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*0010701,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0010702,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*002,2,2,Confirmed,1,915,Full,cDNA
KIR2DS2*003,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS2*004,2,2,Confirmed,1,915,Full,cDNA
KIR2DS2*005,2,2,Confirmed,1,915,Full,cDNA
KIR2DS2*00601,1,1,Unconfirmed,1,892,Partial,cDNA
KIR2DS2*00602,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*007,1,1,Unconfirmed,1,892,Partial,cDNA
KIR2DS2*008,1,1,Unconfirmed,1,892,Partial,cDNA
KIR2DS2*0090101,2,2,Confirmed,1,915,Full,gDNA
KIR2DS2*0090102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*010,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*011,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*012,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*013,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*014,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*015,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*016,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*017,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*018,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*019,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0200101,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*0200102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0200103,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0200104,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0210101,2,1,Confirmed,1,915,Full,gDNA
KIR2DS2*0210102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*0210103,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS2*022,2,1,Confirmed,1,915,Full,cDNA
KIR2DS3*00101,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS3*00102,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS3*0010301,6,4,Confirmed,1,915,Full,gDNA
KIR2DS3*0010302,2,2,Confirmed,1,915,Full,gDNA
KIR2DS3*0010303,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010304,3,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0010305,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0010306,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0010307,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0010308,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0010309,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0010310,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010311,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010312,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010313,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010314,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010315,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010316,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010317,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010318,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010319,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010320,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0010321,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*00104,1,1,Unconfirmed,1,887,Partial,cDNA
KIR2DS3*00105,1,1,Unconfirmed,1,887,Partial,cDNA
KIR2DS3*00106,2,2,Confirmed,1,915,Full,cDNA
KIR2DS3*00107,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*00108,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*00109,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*00110,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*00111,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0011201,3,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0011202,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0011301,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0011302,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0020101,5,4,Confirmed,1,915,Full,gDNA
KIR2DS3*0020102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0020103,2,2,Confirmed,1,915,Full,gDNA
KIR2DS3*0020104,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0020105,3,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0020106,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0020107,3,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0020108,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0020109,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*00202,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0030101N,3,2,Confirmed,1,915,Full,gDNA
KIR2DS3*0030102N,3,1,Confirmed,1,915,Full,gDNA
KIR2DS3*004,1,1,Unconfirmed,1,887,Partial,cDNA
KIR2DS3*005,1,1,Unconfirmed,1,887,Partial,cDNA
KIR2DS3*006,1,1,Unconfirmed,70,915,Partial,cDNA
KIR2DS3*007,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS3*008,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS3*009,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*010,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*011,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*012,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*013,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*014,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*015,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*016,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*017,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*018,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*019,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*020,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0210101,2,1,Confirmed,1,915,Full,gDNA
KIR2DS3*0210102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0220101,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0220102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*0220103,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*023,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS3*024,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS4*0010101,7,7,Confirmed,1,915,Full,gDNA
KIR2DS4*0010102,2,2,Confirmed,1,915,Full,gDNA
KIR2DS4*0010103,3,1,Confirmed,1,915,Full,gDNA
KIR2DS4*0010104,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS4*0010105,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS4*0010106,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS4*0010107,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS4*0010108,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS4*0010109,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS4*00102,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*00103,1,1,Unconfirmed,21,892,Partial,cDNA
KIR2DS4*00104,1,1,Unconfirmed,35,915,Partial,cDNA
KIR2DS4*00105,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*00106,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*0030101,3,3,Confirmed,1,893,Full,gDNA
KIR2DS4*0030102,1,1,Unconfirmed,1,893,Full,gDNA
KIR2DS4*0030103,1,1,Unconfirmed,1,893,Full,gDNA
KIR2DS4*0030104,1,1,Unconfirmed,1,893,Full,gDNA
KIR2DS4*0040101,4,4,Confirmed,1,893,Full,gDNA
KIR2DS4*0040102,1,1,Unconfirmed,1,893,Full,gDNA
KIR2DS4*0060101,3,3,Confirmed,1,893,Full,gDNA
KIR2DS4*0060102,1,1,Unconfirmed,1,893,Full,gDNA
KIR2DS4*007,2,2,Confirmed,17,870,Partial,cDNA
KIR2DS4*008,1,1,Unconfirmed,21,870,Partial,cDNA
KIR2DS4*009,1,1,Unconfirmed,21,870,Partial,cDNA
KIR2DS4*010,5,3,Confirmed,1,893,Full,gDNA
KIR2DS4*01101,1,1,Unconfirmed,21,892,Partial,cDNA
KIR2DS4*01102,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*012,1,1,Unconfirmed,21,870,Partial,cDNA
KIR2DS4*013,1,1,Unconfirmed,21,870,Partial,cDNA
KIR2DS4*014,1,1,Unconfirmed,35,915,Partial,cDNA
KIR2DS4*015,1,1,Unconfirmed,21,915,Partial,cDNA
KIR2DS4*016,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*017,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*018,1,1,Unconfirmed,1,893,Full,cDNA
KIR2DS4*019,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*020,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*021,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*022,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*023,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS4*024,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*001,1,1,Unconfirmed,1,915,Full,cDNA
KIR2DS5*0020101,3,3,Confirmed,1,915,Full,gDNA
KIR2DS5*0020102,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020103,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020104,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020105,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0020106,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020107,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0020108,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020109,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020110,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020111,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0020112,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020113,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0020114,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020115,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020116,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020117,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020118,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020119,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020120,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020121,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020122,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0020123,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020124,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020125,1,1,Unconfirmed,1,915,Full,gDNA
KIR2DS5*0020126,2,1,Confirmed,1,915,Full,gDNA
KIR2DS5*0020127,1,1,Unconfirmed,1,915,Full,gDNA
